question_id,question_index,question,option_a,option_b,option_c,option_d,correct_answer,predicted_answer,is_correct,raw_response,timestamp,subject
626e661d-f0a5-4f92-932c-3cc6d0e19eda,453,All factors governing dentine permeability EXCEPT,Smear Layer,Fluid Convection,Length of dentinal tubules,Diffusion coefficient,B,D,0,D,2025-06-08T09:12:41.764652,Dental
f0542af7-19d5-4e21-9e75-1a44f6103407,454,Which of the following is not characteristic feature of Binder syndrome?,Acute naso-labial angle,Flat nasal bridge,Class III malocclusion,Class II malocclusion,D,D,1,D,2025-06-08T09:12:43.346270,Dental
fd3bbbaf-a413-4866-ad96-64850d580f15,455,All of the following are resorbable Guided Tissue Regeneration (GTR) except?,Poly lactic acid,Poly galactic acid,"Polylactic acid, polyglycolic acid, and trimethylene carbonate",PTFE,D,D,1,D,2025-06-08T09:12:45.135891,Dental
df7841aa-3651-4339-bcb8-c725cb6cc2eb,456,Mode:is defined as?,Average of the values,Relating to a value or quantity lying at the midpoint of a data after arranging in ascending or descending order,Adding up the values and then dividing by the number of values,The number which appears most often in a set of numbers,D,D,1,D,2025-06-08T09:12:48.058690,Dental
cf03b2b0-0dda-490a-b811-145c4b30f113,457,With aging changes in periodontal ligament are,Decrease in number of cells and increase in collagen fibers,Increase in number of cells and decrease in collagen fibers,Increase in number of elastic fibers,Hyalinisation changes,C,A,0,A,2025-06-08T09:12:49.669443,Dental
a9c3188c-2a4d-4745-98d4-ee92580905c4,458,"To prevent ventilator associated pneumonia, the most effective and evidence based results are seen with which of the following for critically ill patients:",Betadine mouthwash,Oral hygiene procedures plus chlorhexidine,Manual brushing,Powered brushing,B,B,1,B,2025-06-08T09:12:51.204542,Dental
d006aa96-3d16-47be-9bdf-f70ea2827b66,459,"To remove non working side interference, reduce:",Maxillary supporting cusps.,Mandibular supporting cusps.,Supporting cusps of both the arches.,Either of the arch's supporting cusps should be reduced.,D,B,0,B,2025-06-08T09:12:52.896578,Dental
ef314f7b-421d-42bd-8878-4cd6abfc59bc,460,Silicate cement is indicated in:,Mouth breathers,Patients with high caries index,In the restoration of posterior tooth,None of the above,B,C,0,C,2025-06-08T09:12:54.433008,Dental
497ea93a-5cb7-481b-887c-8ffb86395262,461,Resorption of cementum as compared to bone occurs:,Less readily,More readily,Same,Undermining resorption,A,A,1,A,2025-06-08T09:12:56.445511,Dental
c1aa8a36-280b-4195-b6eb-7f5b581ded0d,462,Mandibulectomy cantor Curtis class 2 defect Is,Midline,lateral to canine,Alveolus,discontinuity defect,B,D,0,D,2025-06-08T09:12:57.977130,Dental
2d2d97d9-cb57-4636-897d-6cdb3223544c,463,An imaginary occlusal curve that contacts the buccal and lingual cusp tips of mandibular buccal teeth is called the,Catenary curve,Curve of spee,Monson curve,Wilson curve,D,D,1,D,2025-06-08T09:12:59.828893,Dental
50b9065e-2d97-44cb-a7e1-bd755a4fbb85,464,The porosity formed due to simultaneous nucleation of solid grains and gas bubbles at the first moment that metal freezes at the mold walls is called:,Pinhole porosity,Gas inclusion porosity,Micro porosity,Subsurface porosity.,D,C,0,C,2025-06-08T09:13:01.700246,Dental
15b83eb8-206b-43e2-a4c4-4ffe3a833f98,465,Light transmitting wedges transmit:,70-80% of incident light,80-85% of incident light,85-90% of incident light,90-95% of incident light,D,D,1,D,2025-06-08T09:13:03.354345,Dental
6b3d4b5e-8390-4a7c-b107-c819f75bd3ed,466,Optimum BMP dose for osteogenesis is:,50 μg/mL,2.5 μg/mL,100 μg/mL,100 μg/mL,A,B,0,B,2025-06-08T09:13:05.710648,Dental
149f4170-803d-4034-acb3-776c0abd48b5,467,Anchorage not being applied here:,Reciprocal,Stationary,Intramaxillary,Intraoral,B,B,1,B,2025-06-08T09:13:07.408217,Dental
53c524d8-8a1c-4656-aa1f-d9b1368ebd6f,468,"Recently two methods, CPAP conventional and bubble CPAP were compared, in the conventional method 90 out of 160 showed extubation failure while 40 out of 160 showed extubation failure in the bubble method. Which test would be the best to compare the statically significance between the rates of extubation in the two tests.?",Paired test,Chi square test,Student test,ANOVA,B,B,1,B,2025-06-08T09:13:09.035648,Dental
8da7f54d-18a6-4f2f-b710-a062f4e55de7,469,The pin used in pin restoration of a root canal treated tooth is:,Self thread pin,Cemented pin,Frictional pin,Any of the above,B,D,0,D,2025-06-08T09:13:10.662916,Dental
5d38732d-4eaa-45ab-814a-788953f95cf2,470,Etching of dentin does not include:,Removal of smear layer,Exposure of collagen fibres,Opening of dentinal tubules,Increases surface energy,D,B,0,B,2025-06-08T09:13:12.979035,Dental
2cdf4e3d-5ee5-460c-b03c-d064ce8182b7,471,Bacteriocidal toxin is found in:,Zone of contamination,Zone of infection,Zone of stimulation,Zone of irritation,B,B,1,B,2025-06-08T09:13:15.353538,Dental
bceaf94e-75e4-4c00-a4ae-4a0c2d5c3961,472,"In case of buccolingual wide proximal box, which of the following wedgging method should be used:",Wedge wedgging.,Double wedgging.,Piggy back.,None.,B,B,1,B,2025-06-08T09:13:17.084757,Dental
51118d57-ac58-4184-8c9b-107cea78ed7a,473,At what stage of embryonic development does initial tooth development begins:,3rd week,6th week,8th week,4th week,B,B,1,B,2025-06-08T09:13:19.705016,Dental
cfc6ba19-4de9-43a1-9b88-38fb85f56ac5,474,Unique characteristic of attached gingiva in children:,Interdental clefts.,Retrocuspid papilla.,Both.,Stillman's cleft.,C,B,0,B,2025-06-08T09:13:21.641891,Dental
f038baf4-0f41-42f7-af00-8d8d113cc36e,475,Effect of thumb sucking:,Localized anterior open bite.,Increase overjet.,Constricted maxilla,All of the above.,D,D,1,D,2025-06-08T09:13:23.369552,Dental
6e03d2e1-96ba-4b90-960f-26ed50a2c3ad,476,Full mouth disinfection is done in:,24 hours,48 hours,72 hours,36 hours,A,A,1,A,2025-06-08T09:13:27.997882,Dental
f326a14c-b8d1-43e8-bfca-a8cfe77d3b9f,477,For a bonding agent to be effective wetting angle should be,Minimum with dental hard tissue,Minimum with dentin and Maximum with enamel,Maximum with dentin and Minimum with enamel,Maximum with dental hard tissue,A,A,1,A,2025-06-08T09:13:30.000861,Dental
aca2add1-e577-45a3-b62e-7143ad56ac2d,478,"The strength of a gypsum investment is dependent
on:",Carbon content,Silica content,Gypsum,Copper,C,B,0,B,2025-06-08T09:13:31.618163,Dental
455ebd1d-982f-4a99-948c-8b541e36db40,479,Gingivitis,Inevitably progresses to periodontitis,Affects approximately 40% of adolescents,Is characterized by true pocketing,Is a reversible lesion,D,D,1,D,2025-06-08T09:13:33.181831,Dental
9bb726e8-7d22-4666-979d-64ee3a2fcb40,480,Statistics to check out mean of values is done by:,Chi-square test,Student's analysis,Probability test,Horizontal studies,B,B,1,B,2025-06-08T09:13:34.783472,Dental
8d7dde3d-ad21-4240-8141-393f436b2e49,481,"In class II cavity for inlay, the cavosurface margin of the gingival seat clears the adjacent tooth by:",0.20+ 0.05mm,0.50+ 0.20mm,0.80 ± 0.35mm,1.10 ± 0.45mm,B,B,1,B,2025-06-08T09:13:36.292284,Dental
7b80db5b-82a5-4816-b7d9-80939b292ccd,482,Which of the following bone defects offers the best chance for bone fill?,3 Walled defect,2 Walled defect,Osseous crater,Hemisepta,A,A,1,A,2025-06-08T09:13:38.043090,Dental
96b90e71-5964-4438-8852-9bf9af38ad44,483,"A 10 year old patient reported to department with BCLP (bilateral cleft lip & palate); the maxillary transverse width was normal, lateral incisor was congenitally missing with impacted canine. What will be the treatment approach?",SABG only,SABG followed by expansion,Expansion followed by SABG,Only expansion,A,C,0,C,2025-06-08T09:13:39.630661,Dental
851494bd-18cb-4c2b-9699-2ec7519f6cc7,484,True about conversion of monomer to polymer is,Density changes from 1.19g/cm3 to 0.9 and volume shrinkage is 21%,Density changes from 1.19g/cm3 to 0.9 and volume shrinkage is 7%,Density changes from 0.9g/cm3 to 1.19 and volume shrinkage is 21%,Density changes from 0.9g/cm3 to 1.19 and volume shrinkage is 7%,C,B,0,B,2025-06-08T09:13:42.061963,Dental
e6f8340c-044a-4f5a-b6a1-690661d47a22,485,Working cusps are also known as:,Guiding cusps.,Supporting cusps.,Holding cusps.,Balancing cusps.,B,A,0,A,2025-06-08T09:13:43.672706,Dental
6ef90d24-7f7f-43de-8ae7-0ee093316013,486,Caries in a 4 year old child is best assessed by:,Previous caries experience,Maternal caries,School fluoridation,Daily fluoride mouthwash,A,A,1,A,2025-06-08T09:13:51.047849,Dental
af82f88f-21e6-4877-a69a-e4a476697bed,487,Gycosylated Hb is done for the assessment of:,Diabetic patient,Cushing disease,Hyperparathyroidism,Addison disease,A,A,1,A,2025-06-08T09:13:52.465553,Dental
09a97945-700d-49da-92e1-8b7c31754b56,488,Fill the missing data in the Ottawa charter for health promotion,Promotion of health services,Reorienting health services,Prevention of disease,Effective health services,B,B,1,B,2025-06-08T09:13:54.193313,Dental
28c87a35-b6b1-4b1f-bfd5-d94b4fc0be1d,489,"A statistical test which indicates the chance or probability of an observed difference between two means occurring by chance is called,",Tests of significance,Means,Ratio,Normalcy,A,A,1,A,2025-06-08T09:13:55.961529,Dental
5449783f-f56a-4761-b276-430a15e89ea7,490,Process shown in color plate is called:,Mandibular mesial root resection,Mandibular distal root resection,Hemisection.,All of the above,C,C,1,C,2025-06-08T09:13:57.309452,Dental
f57bea78-7373-4f7e-b8fc-0c338a5b1fef,491,When instrument with primary cutting edge is perpendicular to blade then:,1st digit of 4 digit formula omitted.,2nd digit of 4 digit formula omitted.,3rd digit of 4 digit formula omitted.,4th digit of 4 digit formula omitted.,B,C,0,C,2025-06-08T09:13:58.689404,Dental
c3f2d738-cddc-4bd2-b9e7-e8a41969d42d,492,A rest seat is prepared as:,Spoon shaped depression with the apex towards the center of the tooth,Concavity with hemisphere shape,Elliptical shape,Rhomboid depression limited to enamel,A,A,1,A,2025-06-08T09:14:00.044307,Dental
2e6dd309-e97e-4845-981d-4df1962afeeb,493,According to ISO 6876-2001 ADA specifications 57 Endodontics sealer penetration is upto?,150 μm,50 μm,300 μm,100 μm,B,D,0,D,2025-06-08T09:14:02.515892,Dental
a8efab51-c555-4622-b1aa-b726cb28b8b3,494,Mechanical objectives of cleaning ans shaping are given by:,Schilder,Wein,Brook,Grossman,A,A,1,A,2025-06-08T09:14:04.375214,Dental
e891af5e-7b28-489c-b8a9-7beff3f76ead,495,KRI paste composition is:,Iodoform+ZOE,Iodoform+chlorophenol+menthol,Iodoform+CaOH,Iodoform only,B,B,1,B,2025-06-08T09:14:06.100070,Dental
cb8ea9a3-b993-4d69-a1e2-aa031b0bdb11,496,Steepest cusp is seen in:,Maxillary 1st premolar,Maxillary 1st molar,Mandibular IInd molar,Mandibular 1st molar,A,D,0,D,2025-06-08T09:14:07.530533,Dental
3ff65139-5240-4593-bd44-2919090b2291,497,Which of the following is true about Chi-square test?,Measures qualitative data,Measures both qualitative and quantitative data,Measures the qualitative data between two proportion,Measure the quantitative data between two proportion,C,A,0,A,2025-06-08T09:14:09.329490,Dental
81d28b2e-aaca-40ca-a4f2-6a2019a577d0,498,After 24 hrs. of setting tensile stength of GIC is:,Equal to Znpo4,Greater to Znpo4,Lesser to Znpo4,None of the above,B,C,0,C,2025-06-08T09:14:11.018068,Dental
a9471eed-081f-450b-86ee-d1bb788bb833,499,Name the type of cry which is a sort of coping mechanism to an unpleasant stimuli:,Obstinate cry,Hurt cry,Compensatory cry,Frightened cry,C,C,1,C,2025-06-08T09:14:12.753629,Dental
e6ffb56f-8545-4c0a-ba5f-2f5294d6a544,500,In dental materials setting time is measured by which test,Rockwell test,Cold blend test,Vickers test,Vicat needle method,D,D,1,D,2025-06-08T09:14:14.294050,Dental
a0ad23e1-1238-4d3b-b939-33e852d48919,501,The number of sites examined to assess the stages of bone maturation in Fishman's skeletal maturation index are:,4,5,6,7,C,C,1,C,2025-06-08T09:14:16.034155,Dental
dac44c4d-224b-489e-a7f7-72879f6c4c70,502,"As compared to relining, in rebasing of a denture a 
change is effected in:",Centric occlusion,Centric relation,Entire denture base,Tissue surface,C,C,1,C,2025-06-08T09:14:18.086480,Dental
ce4bf55c-99a1-41a9-9107-cdab91e7e11b,503,Dentin island are frequently found in the root canals of which of the following permanent teeth,Upper 2nd Molar,Upper 2nd Premolar,Lower 2nd Molar,Lower 2nd Premolar,B,A,0,A,2025-06-08T09:14:19.443867,Dental
f1d6ed0c-2c16-42f9-8673-a1f111e8a088,504,Which of the following muscle helps in depressing the mandible:,Temporalis,Massetor,Lateral pterygoid,Medial pterygoid,C,C,1,C,2025-06-08T09:14:21.457171,Dental
90e45b2e-7087-4390-8d01-75bde6ed9f71,505,Treatment of diastema because of a thick labial frenum is done:,After frenectomy,Before eruption of canines,After eruption of canines,Before frenectomy,C,A,0,A,2025-06-08T09:14:22.790939,Dental
40a2d8d2-a4f8-439f-ab5f-e67dea706031,506,The percentage of fluoride used in iontophoresis is:,1%,2%,4%,8%,B,B,1,B,2025-06-08T09:14:24.438542,Dental
fa2a0cb0-f5b4-4353-9c23-b256c3e73e71,507,Glazing of the layer crack is seen because Of,Thermal shock,Contamination,Incompatible,None,A,A,1,A,2025-06-08T09:14:26.167720,Dental
4b23b26b-c4d1-4273-af66-90c76a7a777c,508,MTA barrier in open apex is made up to?,3mm,5mm,Depend on length of canal,1mm,B,B,1,B,2025-06-08T09:14:27.614488,Dental
be215652-7a51-4c13-89f7-c5e747c322c7,509,Difference between mandibular and maxillary premolars is that in the mandibular premolars:,The buccal and lingual cusps are more prominent,The lingual cusp is sharper and longer,The lingual surface rounded and less developed,The buccal surface is rounded and Less developed,C,B,0,B,2025-06-08T09:14:29.106122,Dental
8b9c73e9-4e2e-4e4b-8216-9c043a1282cf,510,Simple random sampling is ideal for:,Vaccinated people,Heterogenous population,Homogenous population,All of the above,C,C,1,C,2025-06-08T09:14:30.356112,Dental
491ed54a-1b54-45f6-a2cb-613580c57297,511,"Beveling of the pulpoaxial line angle of a class II cavity
is done to:",Increase the strength of the restoration,Improved marginal adaptation,To prevent the fracture of enamel,To prevent the fracture of amalgam,D,B,0,B,2025-06-08T09:14:31.699361,Dental
4eeb0fe3-c514-4b93-85eb-6c4010460ec6,512,Complete denture teeth are in edge to edge contact in centric occlusion. What should be done?,Grind the centric holding cusp,Grind the lingual fossa of upper and lower incisors,Grind the cusp in such a way that the incline of the upper cusp slides buccally and lower cusp slides lingually,Grind the cusp in such a way that the incline of the upper cusp slides lingually and lower cusp slides buccally,C,D,0,D,2025-06-08T09:14:33.029879,Dental
8bc0d73f-fbc3-498a-b838-c5fbc2e3d873,513,Major fimbrial structural component of P. gingivalis is,Kgr,KgP,Fim A,Fim C,C,C,1,C,2025-06-08T09:14:34.359840,Dental
653eb6f4-cf9c-44e1-8399-d9bf6d1784e4,514,Reduction in the fusion temperature of dental gold casting alloys is caused by presence of:,Platinum,Copper,Silver,Gold,B,B,1,B,2025-06-08T09:14:35.895801,Dental
276c90f1-588a-4be0-a288-352e63ebf824,515,"At which stage of Nolla's, the tooth starts erupting?",Stage 5,Stage 6,Stage 7,Stage 8,B,B,1,B,2025-06-08T09:14:37.635843,Dental
cf8e8909-c78e-4f68-b79b-ba07123468bf,516,Palatogingival groove is seen in,Mandibular lateral incisor,Maxillary lateral incisor,Mandibular 1st premolar,Maxillary first premolar,B,B,1,B,2025-06-08T09:14:38.968614,Dental
55e6d4ea-c155-4ee4-a163-8c0e3e111db7,517,Dicor restoration is:,Two coloured restorations,Heat pressed ceramics,Castable ceramic,None of the above,C,C,1,C,2025-06-08T09:14:40.504010,Dental
92908923-9b0f-403b-8457-71c1c546eee4,518,Metal coping seen in upper anteriors is suggestive of:,Cast post & core,PFM crowns,Metal coping with high stiffness,Metal coping with low stiffness,A,C,0,C,2025-06-08T09:14:41.836898,Dental
8c5568c4-2a9d-4a89-97ba-ce39ee127ceb,519,Algophobia is:,Phobia of closed space.,Phobia of large space.,Phobia of pain.,Phobia of animals.,C,C,1,C,2025-06-08T09:14:43.271266,Dental
6dfdea6c-4c96-49dc-8b65-a57b59d87036,520,"Which of the following cry is characterized by loud, high pitched and siren-like wail:",Obstinate cry.,Frighten cry.,Hurt cry.,Compensatory cry.,A,B,0,B,2025-06-08T09:14:44.704459,Dental
16230bcb-8896-467c-ae66-616676d00b65,521,2nd Mesiobuccal canal can be seen from naked eyes in what percentage of cases,62-70%,90-95%,30%,40-55%,A,A,1,A,2025-06-08T09:14:46.390020,Dental
3c053a67-9d94-4e22-b368-e7e3df80fcb9,522,Direct pulp capping is not done in which of these situations?,Mechanical exposure,No bleeding,Pinpoint exposure,Carious exposure with more than 1 mm in size,D,D,1,D,2025-06-08T09:14:47.982157,Dental
6505d030-3a7b-4aef-81f8-6b47ab6764ce,523,"Tip of ultrasonic scaler after usage, cleaned by",Under running H2O for 2 min,chemical cleaning,Autoclave,Not Recalled,C,A,0,A,2025-06-08T09:14:49.720319,Dental
5e4726f1-c317-47b0-9835-995800afd928,524,"In heavy calculus formers, early plaque consists of Ca, PO4 and k in what proportions:",Calcium > phosphorous > potassium,Phosphorous > potassium > calcium,Phosphorous > calcium > potassium,Potassium > phosphorous > calcium,C,C,1,C,2025-06-08T09:14:51.276235,Dental
